511	216	63	184
503	214	57	190
495	213	61	192
489	210	54	191
487	211	54	191
477	210	49	189
475	207	44	193
467	205	44	191
464	201	42	198
456	205	48	191
451	202	48	196
440	206	49	186
435	206	50	186
424	207	51	186
417	206	52	189
413	204	41	191
409	200	40	194
398	199	40	191
396	201	38	194
390	198	40	191
385	197	44	195
383	197	43	198
373	195	55	192
0	0	0	0
349	173	80	194
345	200	103	198
345	203	109	188
329	193	99	207
320	199	77	193
318	202	54	191
319	199	49	194
312	197	52	196
306	198	52	195
296	192	59	203
293	202	50	188
290	203	50	184
288	202	39	193
280	205	43	197
272	204	41	198
267	197	44	207
260	196	44	205
253	204	47	199
246	206	50	205
240	216	50	198
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
0	0	0	0
191	214	57	205
179	205	61	204
175	200	63	207
166	197	56	210
156	199	60	205
152	201	60	203
149	204	52	203
145	204	51	205
135	200	50	213
128	193	48	219
112	179	50	224
109	182	50	218
97	190	59	206
96	192	53	203
85	196	51	203
76	197	58	202
65	198	58	204
65	197	53	203
61	198	49	206
