52	141	148	176
38	146	145	167
31	147	140	178
13	160	145	166
10	165	146	161
17	159	147	160
9	154	143	165
0	153	149	166
0	151	146	167
3	153	145	169
0	153	141	167
3	149	146	175
0	153	139	171
-1	152	135	177
-4	153	135	175
-2	150	138	175
8	145	137	174
20	142	134	181
33	140	122	193
36	142	113	194
35	135	109	195
41	133	96	189
35	132	110	168
47	133	102	159
57	136	95	133
61	132	87	144
56	133	83	135
52	133	78	127
55	131	74	123
65	126	68	120
67	125	67	117
51	126	71	112
45	128	67	104
50	131	63	104
57	132	57	102
57	131	57	98
59	134	55	92
58	133	52	90
58	132	58	85
64	135	65	75
71	133	61	78
79	136	54	76
82	142	52	72
86	142	51	74
93	142	53	77
102	141	51	74
107	139	49	73
112	141	46	72
114	144	46	66
119	144	46	64
126	144	41	67
130	149	42	62
135	150	43	61
137	163	36	60
141	170	34	63
143	172	34	64
142	177	33	62
142	182	32	60
139	186	31	66
135	194	31	67
135	194	25	67
137	200	25	65
139	203	30	67
141	210	40	67
154	211	38	69
159	216	39	67
158	219	39	71
159	222	43	72
160	223	44	77
161	226	44	78
157	228	51	77
156	226	47	85
149	231	50	86
143	234	57	87
151	237	54	94
160	239	57	95
168	239	58	99
176	242	58	107
188	236	60	115
207	237	60	116
220	226	67	118
230	235	67	126
240	235	72	125
259	226	69	141
279	225	72	145
291	222	68	150
301	221	71	158
316	217	72	156
335	210	62	158
353	191	61	167
363	187	62	176
372	180	58	177
367	173	75	167
355	176	74	168
349	178	78	180
338	173	91	174
333	174	91	172
322	162	87	175
318	166	83	174
312	157	83	147
309	160	82	126
305	151	96	132
301	153	92	123
299	151	86	120
296	150	82	122
290	149	90	121
285	150	104	116
281	146	98	118
278	138	92	121
272	135	92	119
268	132	87	116
263	124	92	122
261	121	88	120
261	117	91	125
258	110	92	136
258	108	88	127
261	105	82	130
261	101	81	135
259	104	86	131
259	103	88	133
259	103	86	132
256	108	83	122
253	110	107	123
252	106	110	130
242	90	120	142
218	100	132	127
239	96	118	136
256	92	96	149
265	95	92	143
260	104	107	170
262	101	104	192
254	107	103	194
222	120	118	188
196	127	123	177
191	136	120	175
188	141	112	168
192	140	105	167
186	140	101	156
180	141	103	162
172	153	97	156
152	157	99	153
142	156	100	153
131	173	110	141
143	170	110	142
145	172	110	132
147	180	93	114
148	183	80	111
151	184	72	112
158	183	76	110
171	181	71	112
180	181	70	108
193	180	63	107
202	172	59	115
216	181	57	105
240	184	47	97
255	174	36	98
256	185	37	91
250	190	42	84
244	208	46	85
239	214	53	78
219	220	68	79
218	231	72	76
221	238	68	66
226	247	69	62
228	244	66	66
229	244	68	67
229	248	67	63
231	246	65	66
231	249	69	61
235	247	64	65
235	247	64	64
236	245	64	69
237	246	71	73
238	249	70	69
248	248	74	74
245	248	82	86
268	248	73	89
276	250	54	92
284	253	62	81
275	254	66	82
275	250	52	86
272	244	40	89
267	241	36	93
266	243	32	80
266	246	27	68
268	246	30	70
271	248	24	60
269	249	25	56
268	250	28	46
268	249	28	44
268	249	27	40
269	248	27	43
269	249	27	42
269	248	28	40
265	245	27	41
263	247	28	40
263	244	26	41
263	244	30	42
264	244	28	43
267	248	28	41
267	248	28	43
265	248	28	42
266	244	27	40
266	243	28	40
264	243	27	40
262	243	27	42
261	242	27	41
259	240	28	38
262	238	27	41
262	236	27	40
260	238	27	42
258	238	27	43
257	239	27	42
255	242	28	41
256	241	28	43
