155	251	115	92
150	251	122	88
148	257	123	82
150	255	124	80
150	255	120	82
153	255	118	81
154	255	112	80
153	257	114	78
153	256	115	79
151	255	116	82
153	255	113	80
154	253	112	78
152	249	113	78
155	243	106	75
156	238	104	74
156	231	104	75
157	227	97	70
157	223	96	66
156	219	96	65
156	209	94	68
156	212	95	61
156	209	93	64
153	212	99	64
153	212	100	68
158	217	96	72
157	225	98	68
157	230	100	68
157	235	104	73
156	241	106	76
156	246	107	76
154	254	110	79
155	257	111	85
152	267	118	87
149	275	124	93
150	282	123	95
151	289	123	94
148	292	127	94
148	290	127	94
148	286	124	97
145	283	126	95
144	282	127	95
141	280	129	91
138	278	130	93
137	277	132	97
140	282	133	96
143	281	133	103
142	286	134	99
148	288	131	101
146	293	135	98
146	298	138	103
150	304	137	104
148	306	143	109
147	309	143	111
151	309	143	108
150	307	141	109
152	308	142	114
143	304	143	118
144	306	145	121
138	306	147	122
146	308	137	119
141	311	140	116
142	310	137	119
149	313	127	116
149	312	124	119
148	314	124	120
149	315	123	116
149	315	122	116
153	316	123	112
163	315	123	118
175	315	122	119
188	313	125	122
204	317	123	118
218	318	120	111
253	319	107	102
262	321	112	105
283	320	105	97
297	322	106	101
303	322	108	106
306	321	105	106
308	321	104	103
308	322	103	101
305	323	107	106
308	322	103	111
300	322	104	99
283	323	106	94
270	321	108	100
249	321	114	97
245	319	111	107
249	319	105	102
241	319	109	106
177	318	118	103
166	316	122	104
159	315	119	102
163	314	114	96
159	315	119	97
159	315	121	96
167	316	117	93
172	315	114	94
179	316	110	95
189	318	107	90
198	316	103	93
202	316	106	98
214	313	101	103
220	310	104	113
230	309	102	108
242	310	102	102
245	309	106	101
252	308	107	100
260	303	106	103
262	302	113	104
264	302	113	102
263	300	111	107
260	300	114	108
259	299	116	108
249	303	117	111
235	307	121	110
234	310	116	113
215	313	127	115
185	327	137	122
172	330	145	130
161	335	147	128
151	336	153	127
148	343	152	123
145	345	160	120
144	345	152	121
145	346	158	114
145	342	155	116
145	341	160	111
151	335	152	103
155	333	152	106
154	328	151	101
160	319	145	106
166	322	142	99
168	318	135	89
171	313	129	88
172	312	126	86
175	305	122	89
175	299	122	93
177	298	121	88
178	296	120	88
179	298	116	85
180	297	115	86
178	299	119	84
177	299	120	89
176	302	124	88
177	299	121	95
176	300	121	89
177	299	118	88
177	299	120	88
175	294	121	90
174	294	120	84
175	289	117	82
175	286	120	78
176	282	120	79
180	279	119	75
177	276	123	85
180	271	124	80
183	268	122	79
186	268	120	75
189	264	118	75
193	260	116	78
197	259	115	77
199	257	116	79
200	259	111	78
201	258	113	76
194	262	112	78
188	261	113	85
184	265	113	85
172	272	117	86
162	278	117	87
150	284	120	90
127	292	130	95
113	297	128	103
99	301	133	107
98	304	129	103
96	305	132	103
99	304	139	101
102	299	134	105
106	296	140	98
121	290	131	103
135	282	126	102
145	275	123	104
154	270	124	100
165	263	123	91
185	257	112	83
192	252	111	82
206	245	108	75
209	242	110	72
218	237	106	73
226	231	105	75
231	230	101	76
227	229	103	76
230	228	101	82
229	229	107	79
226	231	105	78
