449	222	172	83
443	214	181	89
441	210	184	94
442	213	180	93
439	211	183	94
438	212	185	95
440	214	180	87
442	211	175	93
437	210	180	94
432	214	188	91
432	211	183	90
430	210	185	92
429	212	184	92
426	214	185	91
423	216	186	88
424	211	182	90
421	215	176	91
420	214	180	85
417	215	175	93
412	215	180	91
409	211	179	91
405	215	181	85
404	211	181	90
401	214	178	89
399	212	182	89
398	211	176	92
395	215	173	86
392	212	184	89
392	214	177	85
390	214	170	87
386	215	182	85
386	216	171	83
387	219	173	81
386	220	175	80
385	216	179	85
383	212	176	89
379	216	175	87
378	213	177	87
376	215	178	86
377	212	175	88
376	215	176	85
376	217	175	84
374	215	176	85
374	214	172	87
370	214	176	86
369	218	169	81
369	224	167	76
366	214	173	85
365	217	167	83
362	216	172	84
362	221	165	80
357	215	174	85
358	215	169	83
357	222	171	75
358	217	169	83
356	219	169	80
354	221	173	80
353	222	172	77
353	230	169	69
355	233	164	63
353	230	160	70
352	220	163	76
349	222	166	75
344	218	172	81
346	225	163	73
341	219	170	81
344	223	165	71
341	218	165	81
339	223	166	74
338	218	167	78
340	225	162	73
337	218	163	83
337	214	164	83
333	219	167	80
334	220	164	78
332	219	168	78
328	218	171	81
334	220	165	77
328	214	170	85
332	222	166	76
331	216	166	81
329	221	166	79
328	219	169	78
326	221	170	76
324	218	167	79
325	223	164	72
321	225	161	70
320	226	160	70
314	217	164	79
312	218	159	78
307	217	166	79
308	224	158	73
300	222	168	74
303	222	162	73
297	222	165	74
295	223	162	72
292	220	162	75
287	221	163	76
286	228	163	66
284	226	160	68
279	228	162	66
272	222	168	71
271	224	159	71
271	228	159	64
261	233	161	61
261	223	157	69
262	231	152	62
261	235	151	59
246	230	162	65
248	231	158	62
256	228	146	65
244	227	157	64
242	230	156	63
242	229	155	65
241	227	157	66
238	228	159	66
239	230	159	65
238	225	158	70
238	232	157	61
228	225	165	66
230	228	160	63
229	228	160	63
224	228	161	64
225	225	157	67
220	230	159	62
214	224	164	66
211	231	160	61
212	230	154	62
203	233	158	58
198	232	163	56
189	232	161	61
187	230	165	56
180	227	162	64
175	226	164	62
167	226	164	62
165	228	160	63
155	229	161	62
156	230	159	58
152	225	156	65
143	222	164	65
137	231	163	54
137	228	165	59
130	225	165	62
125	218	167	69
125	223	164	65
115	215	173	69
115	216	170	71
113	210	166	77
110	212	165	76
107	221	171	66
106	214	167	74
107	219	165	67
103	221	167	66
101	206	163	81
95	204	172	85
89	196	180	93
92	196	169	92
88	194	181	96
90	199	172	90
88	200	179	86
86	200	174	89
86	195	179	93
85	193	173	96
