11	214	97	58
15	214	93	55
20	215	95	57
23	213	92	56
28	216	93	55
31	215	94	54
37	214	93	57
41	214	91	56
44	214	94	58
47	213	91	58
52	215	93	56
55	215	92	56
60	217	94	52
64	219	91	54
68	220	94	48
73	220	91	50
81	220	87	52
83	219	88	51
88	220	89	51
91	220	89	51
96	220	87	50
99	222	85	49
105	222	83	50
109	220	83	54
113	221	86	50
117	221	84	52
122	221	86	51
126	223	82	51
129	226	85	46
134	224	78	48
138	225	81	47
141	226	81	46
146	225	78	48
149	225	82	48
155	224	73	50
157	225	72	50
163	226	77	50
166	226	78	50
168	228	83	51
173	227	78	54
176	227	77	55
181	226	70	55
188	227	60	54
193	226	50	55
199	227	49	55
200	226	55	52
205	226	49	58
207	226	51	59
233	228	62	58
226	231	66	55
213	230	76	55
222	230	95	57
216	234	115	53
213	233	119	53
214	233	117	53
213	233	120	53
214	234	119	52
214	234	118	51
214	235	119	52
213	231	120	53
215	235	122	53
211	232	127	53
212	234	124	51
215	235	121	54
212	236	125	50
212	237	124	48
214	237	123	50
212	237	128	49
212	237	132	48
212	237	134	49
210	236	141	50
210	237	143	49
211	237	144	49
211	237	150	50
212	236	152	50
216	235	148	51
254	230	138	53
238	236	134	49
281	233	123	50
283	235	112	45
287	234	97	49
310	233	74	50
316	236	69	42
322	234	65	41
325	234	64	41
328	235	67	40
329	235	66	40
334	236	65	40
334	234	65	41
339	236	66	40
341	235	65	42
346	236	65	38
348	236	63	40
350	236	67	39
353	235	63	41
357	236	62	39
359	237	62	40
364	234	60	39
364	235	61	40
367	236	64	39
370	235	60	40
371	237	64	41
374	237	61	40
379	237	60	41
381	237	57	39
382	236	62	40
385	236	62	39
390	236	57	39
390	237	60	40
394	236	61	38
397	236	58	40
398	238	63	39
400	237	63	39
403	236	64	39
405	237	64	40
408	236	67	40
410	236	64	40
414	238	64	38
416	237	63	39
419	236	63	39
422	235	59	40
425	236	62	42
427	238	58	37
430	237	59	39
431	236	61	40
435	237	59	39
437	236	58	39
