451	243	105	66
442	243	100	62
422	240	100	64
414	243	96	60
394	243	95	57
388	244	96	54
364	241	92	53
347	242	84	53
340	239	84	55
325	241	84	52
294	237	83	55
256	238	81	54
229	235	81	58
208	239	86	57
197	237	87	59
188	239	90	59
160	234	87	70
154	232	82	76
146	233	87	74
136	232	95	89
118	236	89	84
113	235	78	83
112	242	63	70
112	245	57	70
113	246	59	72
114	243	61	78
117	240	63	77
119	238	66	74
122	233	68	79
124	234	72	77
139	235	70	72
146	235	79	75
148	237	85	68
156	241	84	70
155	237	95	72
159	239	102	67
175	242	99	60
189	240	94	60
206	238	93	60
304	238	87	55
409	241	86	57
510	243	82	72
527	240	70	80
514	239	73	82
